name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
Jonah Benkert's World Famous Homemade Humble Pie,(a) Quarry > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108131237/jonah-benkerts-world-famous-homemade-humble-pie,2.8,-1,Sport,5.11c,5,,47.81908,-121.57027,555
Carefully Swallow the Metallic Noodle p1,Noodle Wall > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122648619/carefully-swallow-the-metallic-noodle-p1,2.6,-1,"Trad, TR",5.10a,1,50,47.82573,-121.55829,556
Freedom Fighter,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113733248/freedom-fighter,2.7,-1,Trad,5.10b,2,150,47.81859,-121.57101,557
The Opportunity of a Lifetime,(b) Orc Tower > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108132861/the-opportunity-of-a-lifetime,2.7,-1,Trad,5.10b,2,,47.81933,-121.56992,558
Over Orcsposed,(b) Orc Tower > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116166350/over-orcsposed,2.7,-1,Sport,5.12a,2,200,47.81933,-121.56992,559
Leaves and Grass,(e) Gilligan's Toe > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117082084/leaves-and-grass,2.7,-1,Trad,5.1,1,100,47.81923,-121.57464,560
Steel Pulse (short pitch),(c) Apron Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122617260/steel-pulse-short-pitch,2.2,-1,"Trad, TR",5.8,1,70,47.8254,-121.5582,561
On the Rebound,Hag Crag > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108123649/on-the-rebound,2.8,-1,"Trad, TR",5.10+,1,,47.82545,-121.55725,562
Front Line Assignment,(a) Quarry > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108136418/front-line-assignment,2.7,-1,Trad,5.11b,1,,47.81908,-121.57027,563
Total Seawash Calypso,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106330004/total-seawash-calypso,2.5,-1,Sport,5.11+,1,70,47.81962,-121.56921,564
Shark Bait,Little Elvis > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118794403/shark-bait,2.5,-1,Sport,5.11b,1,75,47.82215,-121.56818,565
Making the Little Ducks Quack,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107296913/making-the-little-ducks-quack,2.5,-1,"Trad, TR",5.11a,1,45,47.8249,-121.5601,566
Intro to Index,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120497083/intro-to-index,2.3,-1,Trad,5.8,1,70,47.81783,-121.57292,567
Hieronymus Bosch,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106165850/hieronymus-bosch,2.5,-1,Trad,5.11b,1,45,47.81962,-121.56921,568
The Claw,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110930507/the-claw,2.4,-1,"Trad, TR",5.11-,1,70,47.8243,-121.5613,569
Tang,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108137346/tang,2.5,-1,Trad,5.11c,2,,47.81897,-121.57568,570
xxRIP - Blockbuster,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621779/xxrip-blockbuster,2.1,-1,Trad,5.9+,1,20,47.81841,-121.57219,571
The Metronome,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120723176/the-metronome,2.6,-1,Sport,5.11+,1,40,47.82058,-121.56988,572
Go!,K Cliff > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108142108/go,1.9,-1,"Trad, Sport",5.9,1,,47.81867,-121.57402,573
Open Project AKA Moss Def,Mossquito Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116957051/open-project-aka-moss-def,2.5,-1,"Sport, TR",5.12,1,,47.82478,-121.55799,574
Iron Horse P2,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109830773/iron-horse-p2,2.4,-1,Trad,5.10b,1,80,47.81847,-121.57139,575
This is Index  Not L.A.,(G) Bowling-to-Cringe > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112018536/this-is-index-not-la,2.5,-1,Trad,5.11+,1,,47.82514,-121.55905,576
"He Was an Aficionado of Not Only Trains, but of the Entire Railway System",The Black Wall and The Feathered Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107291194/he-was-an-aficionado-of-not-only-trains-but-of-the-entire-railway-system,2.5,-1,Sport,5.10c/d,1,140,47.81847,-121.57263,577
Crowbar,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106330010/crowbar,2.5,-1,"Trad, Sport",5.11b,1,70,47.81962,-121.56921,578
Into the Void,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114522022/into-the-void,2.4,-1,Trad,5.10b/c,1,40,47.82399,-121.56548,579
Room for Two,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613498/room-for-two,2.2,-1,Trad,5.10a,1,55,47.82462,-121.55486,580
Punishment and the Bunny,Lolybird > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122628748/punishment-and-the-bunny,2.4,-1,Trad,5.9,1,70,47.8257,-121.55823,581
Compound W variation,(c) The Wart > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110923820/compound-w-variation,2.1,-1,"Trad, TR",5.9,1,,47.81678,-121.5767,582
Exponential Potential,(d) Walking Legend Wall > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111620455/exponential-potential,2.4,-1,Trad,5.11,1,100,47.81721,-121.57599,583
Burt's Alpine Dirtbus,(A) The Party Zone > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122757491/burts-alpine-dirtbus,2.9,-1,Trad,5.9+,9,500,47.82514,-121.55905,584
Beauty in the Schmutz,(a) Velvet Underground > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117724916/beauty-in-the-schmutz,2.5,-1,Trad,5.8,1,60,47.81973,-121.57704,585
A Poo With a View (a pit stop),The Pit Stop > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122697624/a-poo-with-a-view-a-pit-stop,2.8,-1,Sport,5.10b/c,1,35,47.82005,-121.56828,586
All Purpose Duck,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117105249/all-purpose-duck,2.5,-1,Trad,5.11c,1,,47.81847,-121.57139,587
Subliminal Seducer,(B) Darder > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120245014/subliminal-seducer,2.7,-1,"Trad, TR",5.11b,1,40,47.82514,-121.55905,588
Numbah Ten P3,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109830763/numbah-ten-p3,2.5,-1,Trad,5.10-,1,80,47.81847,-121.57139,589
Bobcat Overdrive,Lookout jr > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123062171/bobcat-overdrive,2.5,-1,Trad,5.10c/d,1,60,47.82584,-121.55801,590
Lamar's Trust,(Cb) The Shield > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117622118/lamars-trust,2.7,-1,Trad,5.9+,1,,47.81854,-121.57147,591
Cornered,Little Elvis > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119229734/cornered,2.5,-1,"Trad, TR",5.12a,1,60,47.82215,-121.56818,592
Uptight,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116114759/uptight,2.5,-1,Sport,5.11+,1,70,47.81962,-121.56921,593
Shamans Gooch,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114521942/shamans-gooch,2.5,-1,Trad,5.10d PG13,1,55,47.82399,-121.56548,594
Bone Daddy,Daddy Wall > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122649269/bone-daddy,2.5,-1,"Trad, TR",5.11a,1,70,47.82566,-121.55814,595
"Heaven's Rear-Entry Vehicle, Parked Out Back, Tow Away Zone",(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107311121/heavens-rear-entry-vehicle-parked-out-back-tow-away-zone,2.5,-1,Trad,5.1,3,200,47.82399,-121.56549,596
A Stick and a Gun,The Lip > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108161917/a-stick-and-a-gun,2.5,-1,Sport,5.12b,1,50,47.81834,-121.57324,597
Freight Night,(c) The Wart > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112176805/freight-night,2,-1,Trad,5.9,1,,47.81678,-121.5767,598
Weed-be-gone,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108138683/weed-be-gone,2.1,-1,"Trad, TR",5.10b,1,,47.81783,-121.57292,599
Stolen,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121374177/stolen,2.7,-1,Sport,5.7,1,75,47.81783,-121.57528,600
Frond Memories,Mossquito Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116957070/frond-memories,2,-1,"Trad, TR",5.10a,1,,47.82478,-121.55799,601
Another Man's Car,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112154170/another-mans-car,2.3,-1,Trad,5.11c,2,,47.82354,-121.56683,602
5.12 Bar Blues,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120714529/512-bar-blues,2.1,-1,Sport,5.12a,1,70,47.82058,-121.56988,603
"Somedays, Me and My Duck Elmont Walk Barefoot in the Mud,",Hag Crag > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122652244/somedays-me-and-my-duck-elmont-walk-barefoot-in-the-mud,2.3,-1,Trad,5.9,1,80,47.82545,-121.55725,604
Robbie's Thunder Knob,The Mineshaft Wall > Outcrops on UTW trail > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120844929/robbies-thunder-knob,2.1,-1,Trad,5.9,1,45,47.82044,-121.56724,605
The Elliptical Eye of Typhoon Ted,Noodle Wall > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122710585/the-elliptical-eye-of-typhoon-ted,2.7,-1,Sport,5.10+,1,55,47.82573,-121.55829,606
Psilocybe Cyanescens,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114958085/psilocybe-cyanescens,2.7,-1,Trad,5.11b/c,6,400,47.82354,-121.56683,607
What's Better Than 24?,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613586/whats-better-than-24,2.2,-1,"Trad, TR",5.10-,1,50,47.82462,-121.55486,608
116 Orc Tower Rd.,(b) Orc Tower > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108132809/116-orc-tower-rd,2,-1,Trad,5.10c,2,,47.81933,-121.56992,609
Cry Baby,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329299/cry-baby,2.8,-1,Sport,5.11,1,50,47.81993,-121.5696,610
Supernaught,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114521998/supernaught,2.4,-1,Trad,5.10+,1,50,47.82399,-121.56548,611
Changes,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114522061/changes,2.3,-1,Trad,5.10c,1,80,47.82399,-121.56548,612
Whipped Cream Over the Clothesline,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108136205/whipped-cream-over-the-clothesline,2.2,-1,Sport,5.12a,1,,47.81962,-121.56921,613
Voyage to the Bottom of the Verge,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106620701/voyage-to-the-bottom-of-the-verge,2.3,-1,Trad,5.10d,1,55,47.81841,-121.57219,614
Social Distancing,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120496781/social-distancing,2,-1,"Sport, TR",5.10b,1,60,47.81783,-121.57292,615
Foodbar,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113482231/foodbar,1.9,-1,Trad,5.11a PG13,1,80,47.81911,-121.57607,616
Fuzzy Undercling,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115340959/fuzzy-undercling,2.2,-1,Trad,5.11,1,70,47.81911,-121.57607,617
Larry’s Gaily Colored Lycra,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116789445/larrys-gaily-colored-lycra,2.2,-1,Trad,5.10b/c,1,65,47.81692,-121.57748,618
Orange Sunshine p1,The Towers > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122611433/orange-sunshine-p1,1.9,-1,Trad,5.7,1,50,47.82569,-121.55806,619
Sparky Spangler's Last Stunt,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121012316/sparky-spanglers-last-stunt,2,-1,TR,5.10a,1,75,47.825,-121.55807,620
Prism Roof,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119414993/prism-roof,3,-1,Sport,5.11d,1,40,47.82307,-121.56695,621
The Lawn Rake,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107727228/the-lawn-rake,2,-1,Trad,5.1,1,50,47.8191,-121.5719,622
Higher Learning,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108143228/higher-learning,2,-1,Trad,5.10a,1,,47.81859,-121.57101,623
Swamp Thang,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111976633/swamp-thang,2,-1,Trad,5.11c,1,70,47.8191,-121.5719,624
On the Verge,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621795/on-the-verge,2,-1,Trad,5.11b/c,1,45,47.81841,-121.57219,625
